name,review,rating
Evenflo Exersaucer Mega Circus,"I started using the exersaucer when my son was four months because he could control his head.  I loved the toy because I felt safe using it at such a young age.  My son\'s favorate part of the toy was the circus tent that spins and lights up.  Unfortuanately, the batteries in the circus tent are NOT replacable.  The circus tent stopped lighting up and playing music about a month and half after we purchased the item.  Now my son has lost interest in the exersaucer since it no longer lights up or plays music.",2
Evenflo Exersaucer Mega Circus,"After shopping around for an activity saucer, I decided on this one due to the price.  I wanted the Baby Einstein one for my son, but I found it too expensive.  It took me about 45 min to assemble with just a manual phillips screwdriver.  Once I put my 5 month old in the exersaucer, he immediately played with the toys.  So far after a month, he\'s still entertained.  I love how it\'s foldable.  I highly recommend this product for anyone with a 5-6 month old that needs to be entertained while you get things done around the house.",5
Evenflo Exersaucer Mega Circus,Great investment. We first got it when my daughter was still to small to sit in it. But soon just stuffed a couple of pillows around her and she had a blast. Takes a little effort to put together but really not too difficult. I thought is was fun. Folds down for easy storage. Most parts come off for cleaning. We still have it sitting on our porch. We took the seat cloth out and my daught climbes in from underneath and plays with it.,4
Evenflo Exersaucer Mega Circus,"My daughter is 7 months old and this is the only product I have ever felt compelled to review.  I purchased this exersaucer to use at our vacation home and at grandmom\'s house.  I felt uneasy putting my baby in this from the start.  Not quality. It is terrible!  If you look at the picture closely the seal, the rocking horse and elephant all have protrusions on them. They are like little hammers, the plastic on them is really hard!  My daughter pushed on the seal and it bounced back and whacked her in the head. It caused a huge bump and tears! To be safe, we removed all of them.  The only thing left on this for her to play with is a soft lion that she can teethe and a rattle. I could have bought both for under $10.00!  The carousel spinner plays stupid music and blinks a single red light that barely attracts her attention.  I am leery of the carousel also, since the plastic on this is really hard too.  It seems to have the potential to injure her as well.  THIS IS JUST JUNK!  I have reported what happened to the U.S. Consumer Product Safety Commission.  The idea of this folding is wonderful and one of the reasons for the purchase, but everytime we try to fold it up, the legs fall off and the springs pop out.  The food tray is useless. (Who feeds their child in the middle of playing?) The space this takes up could be much better utilized with another toy.  I have a Baby Einstein exersaucer at home and it is so much better, safer and much more entertaining.  Spend $10-20 more, it is worth it!  I am taking this back to the store tonight!",1
Evenflo Exersaucer Mega Circus,My son loves his ExerSaucer.  We started putting him in it at 4 months and he just stared at the toys while we played with them.  Now only one month later he loves spinning the wheel and pulling all of the animals towards him.  Of course they all go straight into his mouth.  He has also figured out how to practice standing in it.  We have already gotten our moneys worth with this toy.,4
Evenflo Exersaucer Mega Circus,My daughter loves this saucer!  She is entertained by the toys still and it\'s been about 5 months now.  At 9 months she can rock it back and forth for more fun.  However if you have older children watch that they don\'t hold one of the toys back and then let it go because my 5 year old did that and my 9 month old now has a bruise on her forehead.  Other than that I am pleased with it.,4
Evenflo Exersaucer Mega Circus,"We are in Canada (Sherbrooke, Quebec most specifically), our little daughter Marie-Soleil like this toy.  She is 3 1/2 month and she love staying in there for almost 30 minutes.  She can already play with the toys which is great !",5
Evenflo Exersaucer Mega Circus,"This exersaucer toy was purchased for use by my four month old grandson.  He loves it!  This will serve as fun entertainment until he is able to walk.After reading other reviews I was concerned about the many pieces described for assembly.  Not to worry.  The pieces and directions were very clear, and within a half hour the project was complete.  If each step in constructing is followed as written and illustrated there won\'t be any problem putting the exersaucer together.Signed, a very happy and pleased grandma.",5
Evenflo Exersaucer Mega Circus,"I took my six month old son to Babies R Us to ""try out"" all the exesauers and he liked this one the best, and it was one of the least expensive. The bright colors and different toys keep him entertained and some of the toys I thought were boring (like the 2 page book) are his favorite. I agree with the other reviewer - the snack tray seems like kind of a waste of space, but I just use it to put other toys on which he promptly throws on the floor - a fun game.  The height adjustment accomodates babies that are on the smaller size and will grow with your child until he is probably to old to want to play in it anymore. A great choice and you can\'t beat the price.",4
Evenflo Exersaucer Mega Circus,"I read someone elses review that says ""couldn\'t have taken a shower without it"", all I have to say to that is, hallelujah! Everyday for months I put this thing in the bathroom in front of our wall mirror, my son loved it. Between playing with all the toys and smiling/talking to himslef in the mirror, I could once again take a shower that lastest more than 2 minute, and even put on some make-up and brush my hair!And just like the other mom said, put them in this with the Baby Einstein on and you\'ve got yourself one life saving baby cocktail! My son loves it and I couldn\'t get very much done without it! Although now that he\'s 8 months and very mobile, he doesn\'t like it so much anymore, he\'d rather be free to chase the dogs and throw the dvd\'s all over the house. =)",5
Evenflo Exersaucer Mega Circus,"Our baby really likes this exersaucer.  I shopped a lot of them and some are so basic and boring its amazing.  This one collapses easily, which is a great added bonus.  Also, you can purchase individual plug-ins to replace the ones that come with this exersaucer to refresh it now and then.",4
Evenflo Exersaucer Mega Circus,"You need to buy this for your child.  My daughter, at 7 months was totally into this exersaucer.  My wife and I worked fast to put it together and plopped our daughter in it before we were supposed to go out to dinner.  She IMMEDIATELY knew what to do with every piece on the exersaucer.  Do yourself a favor and buy one now!",5
Evenflo Exersaucer Mega Circus,"We bought this toy when our daughter was 4 months old.  She grew with it...loved the music, which is why we bought this particular model.  However, we soon found that once the battery ran out on the music toy, it couldn\'t be replaced.  That part of the exersaucer became useless.  We\'ve since had another baby.  He never got to use the music part of the toy.  We took it down after one month of use because of boredom.  The plastic toys are cheap and boring.  Since the only part that was good about this toy was the music, it\'s a waste of time and money because you can\'t replace the battery.",1
Evenflo Exersaucer Mega Circus,"My daughter is 7 months old. I bought this for her about 2 months ago after trying a friend\'s saucer. She loves it! It keeps her occupied for up to 40 minutes sometimes. I think it\'s been great for increasing the strength of her legs, and the saucer has so many different features, that it really very effectively stimulates a baby\'s development. My only criticism is that it is not easy to collapse, and it only fits through the doorways in my house if I turn it exactly the right direction. Also: I paid $20 less for it, including shipping, from Amazon than it would have cost at a certain mart-type superstore in my area.",4
Evenflo Exersaucer Mega Circus,"Our daughter loves this exersaucer.  She loves to bounce in it and, as she puts EVERYTHING in her mouth, she has a variety of things to keep her occupied with the different textures.  It is a nice for me in that it keeps her entertained in a safe place while I do housework and other things where I can move around the house and don\'t have to worry about her getting into everything.  Definitely a good buy for us.",5
Evenflo Exersaucer Mega Circus,"My Son has bee using this sine he was 4 months old and he loves it. He`s now 6 1/2 and hasn`t gotten bored of it, As a matter of fact he love it even more since he`s teething he love to chew on the loin. This is one of his favorite toys. So I give this 5 Stars",5
Evenflo Exersaucer Mega Circus,"I bought this from WalMart for about the same price listed here. I got it when my daughter was about 4 months old. She is in it a few times a day and loves being in it. She loves all of the toys and chews on them with delight. This toy allows for us to get things done around the house and for my husband and I to both sit down and have dinner together. I would recommend this for any new parent, you child will love it.",5
Evenflo Exersaucer Mega Circus,"I purchased an excersaucer for my first son, and this particular model for my second... I loved both of them and recommend them to all of my mama friends!",5
Evenflo Exersaucer Mega Circus,"We bought this when my son was 6 months old. He never liked it that much in the beginning -- he would jump up and down and make it rock back and forth. At 9 months, we left him in this and then heard a big bang -- he had managed to jump out of it! Fortunately he was not hurt and was happily playing on the floor where he landed. This doesn\'t have straps to hold the baby in. If you have a very active kid (ours started walking at 9 months), then this is not very safe. To be fair, while it lasted it did keep him occupied for 5-10 minutes at a stretch before he wanted to be let out.",3
Evenflo Exersaucer Mega Circus,I bought this for a second location (not our primary residence) so I didn\'t want to spend too much.  This was cheaper than the other simlar products and my daughter couldn\'t love it more.  I\'m very happy with it.,5
Evenflo Exersaucer Mega Circus,"This is a tremendous ""bouncy seat"" for a toddler.  My son is 8 months old and has been enjoying this for a few months now and seems to never grow tired of it.The only problem we did have is that we were shipped an open package from Amazon (presumably a return) and there were at least 10 pieces missing from the box.  Luckily Evenflo stood behind their product and had all of the missing parts delivered to me with a few days.",5
Evenflo Exersaucer Mega Circus,"We received this as a gift for our daughter.  She loves it!.  It keeps her off the floor & contained while entertaining her so we can clean, cook or do other things.  The little red circus twirly thing did ""run out of juice"" and now doesn\'t make noise anymore.  I haven\'t yet figured out if there are batteries that you can replace in there somewhere. Very enjoyable!",5
Tuckie Duckie Adjustable Bath Support,"This was great until I put it in the washer , it had large white spots and looks like it going to fall apart.it was a gift for my daughter who just had her baby jan 23rd 2009 so she we just started to use it.very unhappy.",2
The First Years - Natural Comfort Breastpump,"I was very excited when I saw this Electric pump for just $45 but you get what you pay for. It has great sucktion but the speed is extremely slow and very little milk gets into the bottle. Not because it can\'t suck but because it is totally sealed. Think of a straw that can hold water when you have your finger over one end - that is like this pump. With pumping your breast and the bottle totally seals off the valve and no milk drips through which makes the 3 way bottle adapter fill with milk and back up into the pump. As soon as you release your breast from sucktion to milk drips down into the bottle but really - how often do you want to do that? It must be a design flaw and I\'m hoping they fix it. The 3-way bottle adapter is great though - it fits with our gerber, medela and advent bottles - not with our playtex one though. If you are looking for a pump I\'d advise not to get this one - get a nice hand pump or spend a little more and get the medela electric.",3
The First Years - Natural Comfort Breastpump,"After reading the other reviews I had to comment.  I\'ve been using this one for about four months.  The issue of milk backing up into the chamber is easily solved by cleaning the flaps well so they don\'t stick.  It only takes a few seconds to run it under hot water.I\'ve used this pump three times a day for months and haven\'t burned the motor out yet.  I would guess that people who burned the motor out probably let the milk back up into the unit (the instructions warn you not to do that).  Motors and milk don\'t get along!As far as speed - it\'s a little slower than a hospital grade pump - that\'s to be expected.  I can still pump both breasts in less than ten minutes with this unit, though.  I can\'t imagine buying a pump costing [...] when this one does the job for less than [...]",5
The First Years - Natural Comfort Breastpump,"When I had my first child my employer didn\'t have a private place for me to pump.  Since I refused to pump in the bathroom as everytime the toilet is flushed it sends bacteria and feces into the air, my only option was a battery operated pump.  I bought it at BRU, and besides the noise and millions of batteries I went through it was okay.  I didn\'t however pull enough of the milk out of my breast and I started to develop mastitis in both.  I only recommend this item if you have no option buy to use battery operated devises, other wise, spend the money to buy a nice one, you\'ll send it eventually in batteries anyway.",3
Baby Trend Chatham High Chair - Navy HighChair,"We\'ve had this chair (in a different pattern) for 2.5 years and two kids now.  Its durability is its best feature.  The cloth cover is soft for a baby, and small messes wipe clean fairly easily with a sponge.  It even goes into the washer, and has held up well without too much fading.  Just be sure to drip dry, not machine dry.  Underneath, there\'s a handy vinyl pad which you can sit the baby on while waiting for the cloth cover to dry.  However, the Velcro that holds it to the chair itself seems to have slid a bit, leaving sizeable areas of sticky glue exposed which attract crumbs (how the crumbs get all the way under there is beyond me, but they do).When cleaning the straps, though, there\'s more of a problem.  The shoulder/lap straps are very difficult to remove for cleaning, and the crotch strap is IMPOSSIBLE to remove, and that\'s the strap that gets the most soiled!  The instructions offer no enlightenment on this, either.  The shoulder/waist straps, once removed, do come perfectly clean in the washer; then hang to dry.The tray-on-tray is nice, too, although a baby with messy fingers can manage to get food under the top tray and onto the main tray anyway, and care must be taken to clean food out of the seam on the main tray.  One major problem with the tray is its height.  The height of the tray in relation to the chair is not adjustable, and is too high for smaller babies just learning to eat solids.  I like putting the bowl on the tray as I feed, and it\'s difficult for me sometimes to navigate around the tray to get to my baby\'s mouth, since her mouth aligns right where the tray is!  It would also be nice if the tray could get just a little closer to baby to minimize mess.The folding legs feature is quite convenient to keep floor space available when not in use.  It\'s also been handy for us when eating out on our deck -- folding the legs allows us to roll the chair through the door and onto the deck with no trouble.  The tray can store on notches on the back of the legs, too, for an added space saver.The adjustable chair height feature is nice because as the child gets older, it allows you to push the chair into the table (sans tray) as if he/she were a ""big person"" like the rest of the family.The only other thing is that I wish this chair had some sort of storage compartment for wipes, bibs, etc.***UPDATE 12-31-08: Our younger daughter is now 2.5, and she still uses this chair, mostly without the tray, pushed into the table.  However, the vinyl pad underneath the cloth pad has ripped at the seam, and she has begun to reach under and pull out bits of the foam inside it.  This began after about 3.5 years and two daughters of use.",3
BABYBJORN Diaper Back Pack - City Blue,"I bought this backpack about 5 years ago.  It has been on MANY trips, including to Asia, and it looks as good as new! It is a very functional bag, the bottle insulator pockets on the side really do work, and the bag is very easy to clean by throwing it into the washer.  It\'s attractive in design and  stands up to the Baby Bjorn name.  Well worth the investment!",5
Baby Bjorn Diaper Backpack- City Black,"I ordered this product on Nov 5th of 2006.  It still has not arrived.  When I ordered the product, it was in stock with an expected delivery of two weeks.  Amazon now believes that the diaper bag will arrive at the end of February or early March.  This is also a product that is supposedly sold directly through Amazon.  One would think that they would have better inventory control over their own merchandise, but apparently not.",1
Just One Year Bouncer,"My baby really likes this. It\'s really soft, and the toys are cute and fun. I like that the toys can come off also so she can play with them.",5
"Britax Roundabout Convertible Car Seat, Puma","I absolutely love this seat. The Britax seats I\'ve purchased have been my absolute favorite. The print is so cute. The cover is so soft. Installation is a breeze compared to other seats. Buckling the seat is easy enough for my 3 year old to do. The only thing that kept me from giving it a 5 is lack of cup holders. My daughters have seats w cup holders and having those is so awesome. If you\'re on the fence about this seat, don\'t be. It is a great, great seat!",4
Baby Einstein Baby Neptune Activity Toy,"I love the Einstein toys and this is no exception.  My daughter is 6 months old and likes to listen to the music, look into the mirror, and chew on the fins.  The only problem I have is that it is a little heavy for her to pick up yet.  But as you can see in the picture I submitted, she likes playing with it on level ground just fine.",4
Baby Einstein Baby Neptune Activity Toy,"Grandma was delighted to give this to our little boy for Christmas when he was 3 months old.  He fell in love with it and ""Neptune"" is the go-to toy to get his attention.  I\'ve seen him closely examine the crinkly parts, play with the little plastic beads.  More recently he\'s started teething at 7 months and chews on the soft plastic yellow fish.  He loves it.Unfortunately, I\'m here because I have to buy another one and its the primary reason that it isn\'t getting 5 stars.  Five months after he has gotten it, Neptune died and the music doesn\'t play anymore (yes, I changed the batteries AND correctly).  The music started becoming distorted, so I knew this day was coming.  The other downside is that you can\'t put it in the washing machine and the center part that plays the music is hard to push to make it play.His attention should be spread out to other things and he is getting along just fine without it, Neptune however makes him light up so I plan to buy another one.",4
Aura Select Travel System &#150; Sierra (5501616A),"We have had this carseat since 2006, and I hate it.  The stroller is ok for the most part.  Everyone said to get a carseat with the z-handle, so we did.  I don\'t know if I like the handle or not, because it is such a heavy carseat to lug around that the handle hardly seems to make a difference.  It doesn\'t fit my kids very well for whatever reason....they are both long-waisted though, so maybe that is why.  We have had a lot of trouble getting the base to remain ""safe"" in the car.  Also, the straps are a little hard to adjust- I\'ve gotten better at it with all the practice from two kids, but still....The stroller is also big and bulky, although I love the storage it has, and it has held up pretty well (we have not been gentle to it!) overall.  But yes, the carseat is not so great.  Perhaps the newer models have improved, since they seem smaller and hopefully a lot less heavy.",2
Aura Select Travel System &#150; Sierra (5501616A),The stroller in this travel system is pretty good but I have a problem with the car seat. I find it very difficult to adjust the straps to keep them fitting snugly on my daughter. To start with you have to adjust them in the back which is awkward to reach anyway (especially in the car) and it takes so much strength to pull them tighter it\'s almost impossible for me to do (loosening them is easy enough). Even my husband has a very hard time tightening the straps. I would recommend getting a car seat that allows you to adjust the tightness of the straps easily in the front.,3
Evenflo Simple Effort Metal Gate Taupe,"We bought two of these gates for our house.  They worked wonderfully for a few weeks.  Then one button started to open both gates.  We reset the gates and they worked again for a few hours and then the other button started to open both gates.  Once when one button opened both gates, our baby made it out of the family room and into the foyer area and halfway up the stairs before we found her ... luckily before she had fallen and hurt herself.  After a number of phone calls with Evenflo, I was finally told that there is no way to get the gates to work correctly in close proximity to each other (ours are about 25 feet apart).  We will be replacing one of the gates.  This seems like a huge liability for Evenflo and I\'m suprised that they don\'t make it more clear that this is an issue.",4
Evenflo Simple Effort Metal Gate Taupe,"I bought two Evenflo Simple Effort gates for my kitchen and hall entryways, to occasionally restrict my new 9 mo. old dog from certain parts of the house.  Having a ""door"" on the gate has provided ease without having to climb over the gate (and fear of falling).  It was simple to set up and being a pressure gate allows me to easily move it if I want to. What a dream come true--well worth the money.  And for fun, the remote control door opener is in my living room to automatically open the gate to let the dog out of the kitchen--pretty nifty!",5
Evenflo Simple Effort Metal Gate Taupe,"We tried three other brands and types of gates on the market. Two were plastic and the third was a metal gate ordered from one of the pet catalogs costing $66! The two plastic gates each broke within days of being installed and the other metal gate was stiff and hard to use and took over an hour to actually install. This Evenflo Gate was put together, installed and in full use within 30 minutes of arriving and the dogs haven\'t been able to budge it one inch. Plus it looks good and blends with the taupe ricepaper on the walls. Great product at a bargain price - we\'re ordering three more! (Oct 2006)Review update - Jan 2009 - I am SHOCKED at the increase in price for these gates. When I bought them in 2006, I paid $48 each and now they are almost $80. That\'s just insane!",5
Evenflo Simple Effort Metal Gate Taupe,"This gate works just fine; however, my 2.5 year old stuck his leg through the bars during a game of hide n\' go seek with the sitter and she had to call 911 to have the fire department get him out.  He weighs 30 lbs.",3
Evenflo Simple Effort Metal Gate Taupe,"This gate has some good points and just one negative.Pros - good price, easy to operate. Mine are very easy on the batteries, I replace them about every 2 months. They are located on the kid\'s bedroom doorways, about 8\' apart from each other. We use them as a double safety for the top of the stairs, and to keep the roaming 22 month old out of his sister\'s room when she wants some quiet time.For those of you who have multiple gates and complain about 1 control unlocking both gates you should know that if you replace the batteries at the same time and arm the first gate it sends out the signal to both gates and programs it to unlock both. So simply set up one gate while the batteries are out of the other, then set up the second gate seperately. I have never had them malfunction following these steps.Cons:I also have had my toddler wedge a knee in the door. I found that this was due to the gate not being tight enough. It was very frustrating and a little scary but we were always able to help him out of the gate by sitting him down and pulling him straight back. We nearly got rid of this gate because of a few times dealing with this. But since we tightened up the pressure on the gate we have had no problems. It has also stripped some of the paint from my doorway where the tension feet are..right down to bare wood. I will have to repaint and patch when these gates come down. The also should be a little taller IMO, and if the gate is not tight enough it can become dislodged and open. Always check the gate when you close it to make sure it IS closed..a few rare occasions I have found it not completely closed. This usually happens when you manually open the gate then try to use the remote button to open it.Overall, 4 stars. Would be 5 stars if the gate was taller and the bars a little closer to prevent pinching. Good price though and it is put together well.",4
The First Years Premium Single Electric Breast Pump,I bought this a s a gift for someone. They really appreciated it,5
The First Years Premium Single Electric Breast Pump,"i am usually one of those people who thinks that just because something is less expensive doesn\'t mean it is worse than something else. But I was wrong with this breast pump. First off, it is so loud, I have actually woken my baby in the night when i have used it and he is a very good sleeper. Also, it is super bulky- it is a big case to drag along everywhere on top of all the other things you have to carry around. Third, it is PAINFUL to pump! OMG  it hurts! if you put on low setting, you never get milk so you have to turn it up and then it is painful. it has ridged suction cup and every time i have marks on my breast for up to an hour after. i have actually chosen engorgement over this pump before and have also woken my son to have him feed to relieve me instead. if you can\'t afford a fancy eletric one- go with a manual- i got one and it is much less painful!",1
The First Years Premium Single Electric Breast Pump,"My wife is really happy with this product, since it has different level of suction, second comes with a lot of different, very useful, products along, and  finally you can carry it anywhere since it comes with its own carrying bag.We are using it in Chile (220v), son we just needed a very simple current adaptor and worked just fine.",5
The First Years Premium Single Electric Breast Pump,I was absloutley blown away by how huge & heavy this pump was! I never even used it returned it right away. I bought it to help with nursing my 2nd child. The pump I had with my 1st child was electric very compact I could put it right in the diaper bag no problem. This one is a whole another diaper bag in itself! The description I felt was misleading. I would have never purchased it if there was mention of hoses and heavy motors(which it does state very clearly on the box)I don\'t know why the seller did not mention these key facts in the product description. I am very surprised it got as many good reveiws as it did. It make be an ok pump for a mother who doesn\'t pump much or stays at home most of the time. I do not recommend this product for a working or active mom.,1
The First Years Premium Single Electric Breast Pump,I had purchased a hand pump.They are fine if you need to pump occassionally. I needed one for everyday use. I thought it was expensive but it was so worth it! I found it easy to use. It worked fast and my hand didn\'t hurt like the hand pump. It was easy to take to work.It was easy to clean and I would highly recommend this one.If I had to buy another one I would get the double one for quicker pumpimg time.,5
The First Years Premium Single Electric Breast Pump,"DO NOT ORDER!!! PLEASE READ FIRST. I know what you might be thinking... Reading reviews and thinking that its not that bad of a product. When we read them we noticed that the product either worked or was defective but that if the product worked it was good. Now we are out $50. So as most women who are having a baby do I prepared and ordered all my baby stuff a little early and the pump was a part of that order (about 60 days from my due date). I was unable to test it obviously because I hadn\'t had the baby yet and my milk wasn\'t in. So when it came time to use the pump it fizzled out and broke leaving burn marks in the suction tube! FIRST TIME I WENT TO USE IT. We immediately called the company to request a refund and the asked us to submit an email. Ok, no problem right? So we submit the email request. The company never responded over a period of two weeks. We called to see what was going on and the lady on the phone told us we could not have a refund NO MATTER WHAT since we were over the 30 day from purchase period. It was exactly 49 days from the time we ordered it to the time we made the request. REALLY? COME ON... REALLY? She told us that we should have tested the product as soon as we got it... to which our response was that wouldn\'t have been possible since we had no breasts availible that had milk in them :) She said ""that is irrelivant to our company\'s policy"". So for being responsible adults and ordering baby stuff a little bit early to be prepared we got stuck with a broken pump. It didn\'t matter at all to the company that they had sold a product that was completely defective and actually could have hurt someone considering the look of those burn marks. Judging by other reviews on this product it looks like a high number of them are defective and don\'t work at all, I would venture to guess at least 10% of all pumps from this company. That combined with the aweful/upsetting level of customer service given and complete lack of caring would make it an easy decision to not buy this product. TRUST US GET ONE WITH BETTER REVIEWS, IT WILL BE WORTH THE EXTRA $20. DO NOT BUY ""The First Years"" Products.",1
The First Years Soothie 9 oz. Bottles 3 pk.,These bottles are great!The reason for the 4 stars is because they do leak if the cover isn\'t on right and size of the bottle is odd. They come in 5 & 9oz sizes. I use powdered formula so you can\'t make an odd numbered amount. (Too much or too little formula isn\'t good for the baby\'s brain development so it\'s best to use the full scoop rather than half to make odd numbered ounces. At least that\'s what I was told by my doctor! :) The starter set comes in a 5oz size but now that my son drinks 6ozs I can\'t really use the 5oz bottles unless I measure 6oz of water in another bottle then transfer it. It\'s a hassle since 6oz almost reaches the top so when placing the powder in it sometimes spills.Other than that...I love these bottles!,4
The First Years Soothie 9 oz. Bottles 3 pk.,I love these bottles and so does the baby. It\'s the only brand we use.,5
The First Years Soothie 9 oz. Bottles 3 pk.,very pleased with everything... my little man feeds so much better with these bottles... we tried the avent bottles first and they leak all over... it was a mess and he hated drinking from them... glad we found a good match for our little guy.,5
Evenflo Embrace Infant Car Seat- Sierra,This car seat was a last minute buy as the one we bought was supposed go either way. The price was right and it came faster than expexted. It clicks in and out with great ease and is used as an infant seat in the house. Would buy it again. Geraldine Levesque,5
The First Years Soothie 5 oz. Bottles 3 pk.,"I went through playtex, EvenFlow, and Dr. Browns (which i cannot stand...to much to clean and the parts are just agravating! Not to mention the paint on the bottle chips off easy and bugs me), ...and sadly all those bottles didn\'t work... Because we all know how expensive bottles can get! I love first years products. I have no pacifer or nipple confusion b/c i use different pacifers. He loves these bottles... We were having problems with a too fast flow or not fast enough. These are just perfect! Thank you first years!",5
The First Years Soothie 5 oz. Bottles 3 pk.,"Love it!  Love it!  My 5 month old has been breastfed with an occasional bottle.  I decided to move her to bottle only, and she refused any kind of bottle.  I tried Avent, Playtex Nurser, Evenflo Elan, and Gerber.  I even tried different flows and materials of some of these bottles.  I tried them over and over again, but when I tried the Soothie, she took it the very first time and hasn\'t even complained.  What a relief!!!!  Besides being relieved that she will take the Soothie, they are also very inexpensive, which is another plus.",5
The First Years Soothie 5 oz. Bottles 3 pk.,"We think this bottle is a poor design.  It\'s too wide for a newborn baby.  Like another reviewer said, it smooshes up against the baby\'s nose and you have to tilt the bottle way too far to get the last few ounces of milk to the nipple.  In addition, the vent does not seem to work as the only way air gets back into the bottle is when the baby stops sucking and releases the nipple.  We like the playtex drop-ins better.",1
The First Years Soothie 5 oz. Bottles 3 pk.,"I JUST LOVE THIS BOTTLES AND MY 2 WEEK OLD BABY DOES TOO. THEY ARE SUPER EASY TO FILL DURING DOES LATE NIGHT FEEDINGS BECAUSE OF THE SIZE OF THE OPENING, EVEN IF YOU ARE HALF A SLEEP. VERY CONFORTABLE TO GRAB. I HAVEN\'T HAD PROBLEMS WITH ANY LEAKING, WE JUST LOVE THEM.",5
The First Years Soothie 5 oz. Bottles 3 pk.,"I tried several different bottles, including Avent and Second Nature, and this is the only one that my baby could get a good suction on and didn\'t flow too fast or make her gag. The nipples are the same as the pacifier given to me at the hospital (which is the only pacifier she will take as well). I am breastfeeding, and with all of the trouble I was having findnig a bottle, I was worried about what would happen when I went back to work and my baby had to be fed from a bottle. This bottle has eased my mind. Also, the wide neck make washing easier than any other bottles. The reason I am not giving it 5 stars is because it will leak if the top is not on really tight, but as long as I make sure it is tight I have no problems.",4
The First Years Soothie 5 oz. Bottles 3 pk.,My daughter was being breastfed and given a bottle supplement since day 1 due to her low birth weight. She got use to the disposable nipples and bottles the hospital gave us but ofcourse I wanted to switch her up to regular bottles. My lactation consultant suggested the Breastflow also from first years because they simulate breastfeeding but she did not take to these bottles. They would drip all over her face and on her clothes and she would scream bloody murder everytime my husband would try to give her the bottle for her once a day bottle feed. We switched to Avent and once again my daugher screamed everytime we tried to feed her. Since she likes the soothie pacifier I found these at Wal-Mart and decided to try them. My daughter LOVES these bottles and I don\'t seem to have the leaking problem like others do. Also these bottles are a breeze to clean. These bottles are great. Wal-Mart also sells them with Winnie the Pooh characters on them. Very cute!,5
En Point 6 Piece Crib Set,"I fell in love with this set when I first saw it. I looked in Burlington Coat Factory\'s Baby Depot and they have a set almost exactly the same except it has castles and crowns and is called camelot. The ruffle is also different. I would still recommend this set, but there is an alternative if you can\'t get to Babies r Us.",5
En Point 6 Piece Crib Set,"this is a great bedding set for a girls room, it offers so many different colors to work with. this set is also made very well.the matching drapes are also now available for special order at babies r us.this is perfect for anyone who loves ballarinas and princess rooms.",5
"Baby Trend Flex Loc Infant Car Seat, Elixer","This is the second flex loc infant car seat that we have purchased. I love this car seat. The triangular carry handle makes it very easy to grip on to. We purchased our first one three years ago for our son in green, gray and silver. This second time around I looked around and did my research all over again and found that I still like this one. The rear facing and then forward facing options are great. You do not have to purchase another seat after they get big enough to face forward but still need to be carried in the car seat at times.",5
"Baby Trend Flex Loc Infant Car Seat, Elixer","I have had two kids use my Evenflo carseat.  I HATED it. It was like they never even tried it out to see how well its features worked.  I finally got so sick of it when my 2nd child was 4 months old that I ordered a Babytrend Flexloc.  At first I was seduced by the high safety ratings, but even after that Consumer Reports article was rescinded, I still liked a lot of the features.Pros:-very comfy seat, good padding-the canopy is twice as long as my Evenflo so it can cover baby almost completely- the canopy stays in place; it doesn\'t fall forward or backward behind the seat- the tightening mechanism under the baby\'s feet is easy to reach and VERY easy to adjust to make the straps tighter or looser depending on what baby is wearing- the harness mechanism is very easy to adjust (the shoulder strap height). My Evenflo had to be rethreaded every few months and even my mechanically inclined husband said it was horrible.  The Flexloc is just a dial on the back that you turn--it\'s a breeze.- The seat can be transfered between cars without the base.  It can be strapped directly to the car by using a seat belt on the car seat or by using the LATCH system if your car has it.- the triangular handle has a nice grip and is easy to hold in any position- this carseat is lighter than my Evenflo- The cloth is very wipeable, not as absorbant of spills and stains as my EvenfloCons:I found a few minor cons that definitely would not deter me from buying this carseat, and one that might (depending on how I can resolve it once I contact Babytrend).- The release button to take the seat off its base is at the toes under the seat.  It\'s a little harder to reach than the ones behind the head if the carseat is backward facing.- As others have said, the buttons to move the handle are a bit stiff, but not horribly so.  I was prepared for them to be way worse.- The handle is thinner and doesn\'t FEEL as sturdy as my Evenflo when carrying baby around, but it hasn\'t had any problems-This is the one BIG one that I have to check with Babytrend on:  Twice when I have turned a corner sharply, the carseat has tipped to a 45 degree angle!  I have tightened down the seatbelt as much as I could, putting my full weight on it and using the seatbelt retracting mechanism.  But maybe I\'m still not doing it right.  The base is narrower than my Evenflo\'s was, so maybe that\'s why?  So I need to contact Babytrend and see if they have any suggestions.  Until then, I guess I\'ll take the corners slower!Overall, I have felt like this seat was a MAJOR improvement over my Evenflo and even over the Graco Snugrides I checked out at the store.  It was intelligently designed to be easy to use and adjust as baby grows. I would recommend it for sure.  Just make sure you strap it in tightly or use the LATCH system if you have it.",4
"Baby Trend Flex Loc Infant Car Seat, Elixer","This is my 3rd baby, and this is by far the best infant car seat I\'ve owned. The latch system is heavy duty and makes me feel so secure. My favorite is the enclosure at the baby\'s feet. I hated how baby could kick off socks and shoes in other seat\'s, and this also gives a protection from the elements. The handle is also comfortable. The seat is slender and easily fits between my toddlers front facing seat and my 4 year olds big boy seat. CAN\'T SAY ENOUGH HOW THIS IS THE BEST VALUE AND QUALITY FOR YOUR DOLLAR.....",5
